Parsing arguments
Building system
Initializing SystemBuilder
Running simualation
Graph loaded: N=65536 E=1818338 D=27 source=20734 max_deg=9767 (7797664 bytes)
=== BFS with Adaptive Work Stealing (FIFO + global remaining) ===
Graph: N=65536 E=1818338 (RMAT CSR from rmat.bin)
Graph storage: row_ptr/col_idx in DRAM (malloc)
Hot state: visited in L2SP, dist_arr in L2SP
Frontiers: dynamic L2SP+DRAM buffers with static balanced repartition (capacity=65536 vertices, l2sp_vertices=10920)
Hardware: 64 cores x 16 harts = 1024 total harts
Source: node 20734 (highest-degree vertex)
L1SP: per-core=262144 bytes, global=16777216 bytes
L1SP stack slot: per-hart=16384 bytes
Stealing: proactive low-watermark + adaptive batch/probe sizing (batch=64..256, probes=2..8)

Level 0: total_work=1, discovered=1
  Distribution: C0:1 C1:0 C2:0 C3:0 C4:0 C5:0 C6:0 C7:0 C8:0 C9:0 C10:0 C11:0 C12:0 C13:0 C14:0 C15:0 C16:0 C17:0 C18:0 C19:0 C20:0 C21:0 C22:0 C23:0 C24:0 C25:0 C26:0 C27:0 C28:0 C29:0 C30:0 C31:0 C32:0 C33:0 C34:0 C35:0 C36:0 C37:0 C38:0 C39:0 C40:0 C41:0 C42:0 C43:0 C44:0 C45:0 C46:0 C47:0 C48:0 C49:0 C50:0 C51:0 C52:0 C53:0 C54:0 C55:0 C56:0 C57:0 C58:0 C59:0 C60:0 C61:0 C62:0 C63:0 
Level 1: total_work=9767, discovered=9768
  Distribution: C0:153 C1:153 C2:153 C3:153 C4:153 C5:153 C6:153 C7:153 C8:153 C9:153 C10:153 C11:153 C12:153 C13:153 C14:153 C15:153 C16:153 C17:153 C18:153 C19:153 C20:153 C21:153 C22:153 C23:153 C24:153 C25:153 C26:153 C27:153 C28:153 C29:153 C30:153 C31:153 C32:153 C33:153 C34:153 C35:153 C36:153 C37:153 C38:153 C39:152 C40:152 C41:152 C42:152 C43:152 C44:152 C45:152 C46:152 C47:152 C48:152 C49:152 C50:152 C51:152 C52:152 C53:152 C54:152 C55:152 C56:152 C57:152 C58:152 C59:152 C60:152 C61:152 C62:152 C63:152 
Level 2: total_work=35252, discovered=45020
  Distribution: C0:551 C1:551 C2:551 C3:551 C4:551 C5:551 C6:551 C7:551 C8:551 C9:551 C10:551 C11:551 C12:551 C13:551 C14:551 C15:551 C16:551 C17:551 C18:551 C19:551 C20:551 C21:551 C22:551 C23:551 C24:551 C25:551 C26:551 C27:551 C28:551 C29:551 C30:551 C31:551 C32:551 C33:551 C34:551 C35:551 C36:551 C37:551 C38:551 C39:551 C40:551 C41:551 C42:551 C43:551 C44:551 C45:551 C46:551 C47:551 C48:551 C49:551 C50:551 C51:551 C52:550 C53:550 C54:550 C55:550 C56:550 C57:550 C58:550 C59:550 C60:550 C61:550 C62:550 C63:550 
Level 3: total_work=1528, discovered=46548
  Distribution: C0:24 C1:24 C2:24 C3:24 C4:24 C5:24 C6:24 C7:24 C8:24 C9:24 C10:24 C11:24 C12:24 C13:24 C14:24 C15:24 C16:24 C17:24 C18:24 C19:24 C20:24 C21:24 C22:24 C23:24 C24:24 C25:24 C26:24 C27:24 C28:24 C29:24 C30:24 C31:24 C32:24 C33:24 C34:24 C35:24 C36:24 C37:24 C38:24 C39:24 C40:24 C41:24 C42:24 C43:24 C44:24 C45:24 C46:24 C47:24 C48:24 C49:24 C50:24 C51:24 C52:24 C53:24 C54:24 C55:24 C56:23 C57:23 C58:23 C59:23 C60:23 C61:23 C62:23 C63:23 
Level 4: total_work=3, discovered=46551
  Distribution: C0:1 C1:1 C2:1 C3:0 C4:0 C5:0 C6:0 C7:0 C8:0 C9:0 C10:0 C11:0 C12:0 C13:0 C14:0 C15:0 C16:0 C17:0 C18:0 C19:0 C20:0 C21:0 C22:0 C23:0 C24:0 C25:0 C26:0 C27:0 C28:0 C29:0 C30:0 C31:0 C32:0 C33:0 C34:0 C35:0 C36:0 C37:0 C38:0 C39:0 C40:0 C41:0 C42:0 C43:0 C44:0 C45:0 C46:0 C47:0 C48:0 C49:0 C50:0 C51:0 C52:0 C53:0 C54:0 C55:0 C56:0 C57:0 C58:0 C59:0 C60:0 C61:0 C62:0 C63:0 

=== BFS Complete ===
Levels traversed: 5
Nodes discovered: 46551 / 65536
dist[source=20734] = 0 (expected 0)

Per-hart statistics:
Hart | Processed | Steal Attempts | Steals OK
 285 |         0 |              0 |         0
 286 |         0 |              0 |         0
 287 |        64 |              0 |         0
 288 |        64 |              0 |         0
 289 |        64 |              0 |         0
 290 |         0 |              0 |         0
 291 |         0 |              0 |         0
 292 |        64 |              0 |         0
 293 |        64 |              0 |         0
 294 |        64 |              0 |         0
 295 |         0 |              0 |         0
 296 |         0 |              1 |         0
 297 |        64 |              0 |         0
 298 |       152 |              0 |         0
 299 |         0 |              0 |         0
 300 |         0 |              0 |         0
 301 |        89 |              0 |         0
 302 |        39 |              0 |         0
 303 |         0 |              0 |         0
 304 |         0 |              0 |         0
 305 |        64 |              0 |         0
 306 |        64 |              0 |         0
 307 |        64 |              0 |         0
 308 |        64 |              0 |         0
 309 |         0 |              0 |         0
 310 |        39 |              0 |         0
 311 |        24 |              0 |         0
 312 |         0 |              0 |         0
 313 |        64 |              0 |         0
 314 |         0 |              0 |         0
 315 |        64 |              0 |         0
 316 |       128 |              0 |         0
 317 |       128 |              0 |         0
 318 |         0 |              0 |         0
 319 |        25 |              0 |         0
 320 |       128 |              0 |         0
 321 |        64 |              1 |         1
 322 |        64 |              0 |         0
 323 |        89 |              0 |         0
 324 |        64 |              0 |         0
 325 |        24 |              0 |         0
 326 |        39 |              0 |         0
 327 |         0 |              0 |         0
 328 |        64 |              0 |         0
 329 |         0 |              0 |         0
 330 |        64 |              0 |         0
 331 |        64 |              0 |         0
 332 |         0 |              0 |         0
 333 |         0 |              0 |         0
 334 |        64 |              0 |         0
 335 |        64 |              0 |         0
 336 |       152 |              0 |         0
 337 |        64 |              0 |         0
 338 |        64 |              0 |         0
 339 |         0 |              0 |         0
 340 |        64 |              0 |         0
 341 |         0 |              0 |         0
 342 |        39 |              0 |         0
 343 |        64 |              0 |         0
 344 |        64 |              0 |         0
 345 |        64 |              0 |         0
 346 |         0 |              0 |         0
 347 |         0 |              0 |         0
 348 |        89 |              0 |         0
 349 |         0 |              0 |         0
 350 |        64 |              0 |         0
 351 |         0 |              1 |         0
 352 |        64 |              0 |         0
 353 |         0 |              0 |         0
 354 |         0 |              0 |         0
 355 |         0 |              0 |         0
 356 |         0 |              0 |         0
 357 |        39 |              0 |         0
 358 |       128 |              0 |         0
 359 |         0 |              0 |         0
 360 |        64 |              0 |         0
 361 |        88 |              0 |         0
 362 |        64 |              0 |         0
 363 |        64 |              0 |         0
 364 |         0 |              1 |         0
 365 |        89 |              0 |         0
 366 |        64 |              0 |         0
 367 |        64 |              0 |         0
 368 |        89 |              0 |         0
 369 |        64 |              0 |         0
 370 |        64 |              0 |         0
 371 |         0 |              0 |         0
 372 |        24 |              0 |         0
 373 |        64 |              0 |         0
 374 |        64 |              0 |         0
 375 |        64 |              0 |         0
 376 |        64 |              0 |         0
 377 |        64 |              0 |         0
 378 |        64 |              0 |         0
 379 |         0 |              0 |         0
 380 |        64 |              0 |         0
 381 |         0 |              0 |         0
 382 |        39 |              0 |         0
 383 |         0 |              0 |         0
 384 |       127 |              0 |         0
 385 |        64 |              0 |         0
 386 |        89 |              0 |         0
 387 |         0 |              0 |         0
 388 |        64 |              0 |         0
 389 |        64 |              0 |         0
 390 |        64 |              0 |         0
 391 |         0 |              0 |         0
 392 |         0 |              0 |         0
 393 |         0 |              0 |         0
 394 |         0 |              0 |         0
 395 |        64 |              0 |         0
 396 |         0 |              0 |         0
 397 |       128 |              0 |         0
 398 |        64 |              0 |         0
 399 |         0 |              0 |         0
 400 |        25 |              0 |         0
 401 |        64 |              0 |         0
 402 |        64 |              0 |         0
 403 |         0 |              0 |         0
 404 |         0 |              0 |         0
 405 |        64 |              0 |         0
 406 |        64 |              0 |         0
 407 |        64 |              0 |         0
 408 |       103 |              0 |         0
 409 |        24 |              0 |         0
 410 |        64 |              0 |         0
 411 |        64 |              0 |         0
 412 |         0 |              0 |         0
 413 |         0 |              0 |         0
 414 |        64 |              0 |         0
 415 |        64 |              0 |         0
 416 |         0 |              0 |         0
 417 |        64 |              0 |         0
 418 |        25 |              0 |         0
 419 |       128 |              0 |         0
 420 |         0 |              0 |         0
 421 |        64 |              0 |         0
 422 |         0 |              0 |         0
 423 |        64 |              0 |         0
 424 |         0 |              0 |         0
 425 |        64 |              0 |         0
 426 |         0 |              1 |         0
 427 |        39 |              0 |         0
 428 |        88 |              0 |         0
 429 |        64 |              0 |         0
 430 |        64 |              0 |         0
 431 |        64 |              0 |         0
 432 |        64 |              0 |         0
 433 |         0 |              0 |         0
 434 |        39 |              0 |         0
 435 |       128 |              0 |         0
 436 |        64 |              0 |         0
 437 |         0 |              0 |         0
 438 |         0 |              0 |         0
 439 |        89 |              0 |         0
 440 |         0 |              0 |         0
 441 |        64 |              0 |         0
 442 |         0 |              0 |         0
 443 |        88 |              0 |         0
 444 |         0 |              0 |         0
 445 |        64 |              0 |         0
 446 |        64 |              0 |         0
 447 |        64 |              0 |         0
 448 |        64 |              0 |         0
 449 |         0 |              0 |         0
 450 |         0 |              1 |         0
 451 |        64 |              0 |         0
 452 |       128 |              0 |         0
 453 |        64 |              0 |         0
 454 |        64 |              0 |         0
 455 |        64 |              0 |         0
 456 |        88 |              0 |         0
 457 |         0 |              0 |         0
 458 |         0 |              0 |         0
 459 |        64 |              0 |         0
 460 |         0 |              0 |         0
 461 |        89 |              0 |         0
 462 |        39 |              0 |         0
 463 |         0 |              0 |         0
 464 |        64 |              0 |         0
 465 |        64 |              0 |         0
 466 |         0 |              0 |         0
 467 |        25 |              0 |         0
 468 |         0 |              0 |         0
 469 |        88 |              0 |         0
 470 |         0 |              0 |         0
 471 |       103 |              0 |         0
 472 |        64 |              0 |         0
 473 |        64 |              0 |         0
 474 |        64 |              0 |         0
 475 |       128 |              0 |         0
 476 |         0 |              0 |         0
 477 |         0 |              1 |         0
 478 |        64 |              0 |         0
 479 |         0 |              0 |         0
 480 |        24 |              0 |         0
 481 |        64 |              0 |         0
 482 |         0 |              0 |         0
 483 |        64 |              0 |         0
 484 |        64 |              0 |         0
 485 |        64 |              0 |         0
 486 |       103 |              0 |         0
 487 |        64 |              0 |         0
 488 |        64 |              0 |         0
 489 |        64 |              0 |         0
 490 |        64 |              1 |         1
 491 |         0 |              0 |         0
 492 |        89 |              0 |         0
 493 |         0 |              0 |         0
 494 |         0 |              0 |         0
 495 |        64 |              0 |         0
 496 |         0 |              0 |         0
 497 |        64 |              0 |         0
 498 |        39 |              0 |         0
 499 |         0 |              0 |         0
 500 |        64 |              0 |         0
 501 |        64 |              0 |         0
 502 |         0 |              0 |         0
 503 |         0 |              0 |         0
 504 |        64 |              0 |         0
 505 |        64 |              0 |         0
 506 |        88 |              0 |         0
 507 |        64 |              0 |         0
 508 |       128 |              0 |         0
 509 |         0 |              0 |         0
 510 |        64 |              0 |         0
 511 |        25 |              0 |         0
 512 |        64 |              0 |         0
 513 |        64 |              0 |         0
 514 |        64 |              0 |         0
 515 |        89 |              0 |         0
 516 |        39 |              0 |         0
 517 |       128 |              0 |         0
 518 |         0 |              1 |         0
 519 |        64 |              0 |         0
 520 |         0 |              0 |         0
 521 |         0 |              0 |         0
 522 |        64 |              0 |         0
 523 |         0 |              0 |         0
 524 |         0 |              0 |         0
 525 |         0 |              0 |         0
 526 |        24 |              0 |         0
 527 |        64 |              1 |         0
 528 |        64 |              0 |         0
 529 |        64 |              0 |         0
 530 |        64 |              0 |         0
 531 |        24 |              0 |         0
 532 |        64 |              1 |         1
 533 |         0 |              0 |         0
 534 |         0 |              0 |         0
 535 |        64 |              0 |         0
 536 |        64 |              0 |         0
 537 |        64 |              0 |         0
 538 |        64 |              0 |         0
 539 |        64 |              0 |         0
 540 |         0 |              0 |         0
 541 |        64 |              0 |         0
 542 |         0 |              0 |         0
 543 |       128 |              0 |         0
 544 |         0 |              0 |         0
 545 |       128 |              0 |         0
 546 |        64 |              0 |         0
 547 |        64 |              0 |         0
 548 |        64 |              0 |         0
 549 |         0 |              0 |         0
 550 |        64 |              0 |         0
 551 |        88 |              0 |         0
 552 |         0 |              0 |         0
 553 |         0 |              0 |         0
 554 |        64 |              0 |         0
 555 |         0 |              0 |         0
 556 |         0 |              0 |         0
 557 |        64 |              0 |         0
 558 |        39 |              0 |         0
 559 |        25 |              0 |         0
 560 |        89 |              0 |         0
 561 |         0 |              0 |         0
 562 |        64 |              0 |         0
 563 |         0 |              0 |         0
 564 |       128 |              0 |         0
 565 |       128 |              0 |         0
 566 |        39 |              0 |         0
 567 |         0 |              1 |         0
 568 |         0 |              0 |         0
 569 |        64 |              0 |         0
 570 |         0 |              0 |         0
 571 |        64 |              0 |         0
 572 |        64 |              0 |         0
 573 |         0 |              0 |         0
 574 |        24 |              0 |         0
 575 |        64 |              0 |         0
 576 |        39 |              1 |         1
 577 |        39 |              0 |         0
 578 |         0 |              0 |         0
 579 |        64 |              0 |         0
 580 |        89 |              0 |         0
 581 |        64 |              0 |         0
 582 |        64 |              0 |         0
 583 |        88 |              0 |         0
 584 |         0 |              0 |         0
 585 |       128 |              0 |         0
 586 |        64 |              0 |         0
 587 |        64 |              0 |         0
 588 |         0 |              0 |         0
 589 |         0 |              0 |         0
 590 |        64 |              0 |         0
 591 |         0 |              0 |         0
 592 |        64 |              0 |         0
 593 |        64 |              0 |         0
 594 |         0 |              0 |         0
 595 |        64 |              0 |         0
 596 |         0 |              0 |         0
 597 |        64 |              0 |         0
 598 |       128 |              0 |         0
 599 |         0 |              1 |         0
 600 |        88 |              0 |         0
 601 |        39 |              0 |         0
 602 |        89 |              0 |         0
 603 |        64 |              0 |         0
 604 |        64 |              0 |         0
 605 |         0 |              0 |         0
 606 |         0 |              0 |         0
 607 |         0 |              0 |         0
 608 |         0 |              0 |         0
 609 |         0 |              0 |         0
 610 |        64 |              0 |         0
 611 |        64 |              0 |         0
 612 |        64 |              0 |         0
 613 |         0 |              0 |         0
 614 |        64 |              0 |         0
 615 |        63 |              0 |         0
 616 |        89 |              0 |         0
 617 |        64 |              0 |         0
 618 |       128 |              0 |         0
 619 |         0 |              0 |         0
 620 |        64 |              0 |         0
 621 |         0 |              0 |         0
 622 |        64 |              0 |         0
 623 |        64 |              1 |         1
 624 |        64 |              0 |         0
 625 |        64 |              0 |         0
 626 |        24 |              0 |         0
 627 |        64 |              0 |         0
 628 |        64 |              0 |         0
 629 |        64 |              0 |         0
 630 |         0 |              0 |         0
 631 |        64 |              0 |         0
 632 |        88 |              0 |         0
 633 |         0 |              0 |         0
 634 |        64 |              0 |         0
 635 |        39 |              0 |         0
 636 |         0 |              0 |         0
 637 |         0 |              0 |         0
 638 |        64 |              0 |         0
 639 |        64 |              0 |         0
